dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
salted;spam;00172.0935a6d0aef9a3d6d64e07e3f6c453ec;00172__salted__broad__cp200D__single.0935a6d0aef9a3d6d64e07e3f6c453ec;broad;200D;both;1;3;False;1.3;5.0;2;MSGID_FROM_MTA_HEADER|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 993 | Spam: False ; 1.3 / 5.0"
salted;spam;00173.e10eb62e2c7808674c43d6a5e9e08a1c;00173__salted__broad__cp00AD__single.e10eb62e2c7808674c43d6a5e9e08a1c;broad;00AD;subject;1;0;True;7.8;5.0;14;BANG_GUAR|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_SHRT_CMNT_OBFU_MANY|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NO_RDNS_DOTCOM_HELO|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 999 | Spam: True ; 7.8 / 5.0"
salted;spam;00173.e10eb62e2c7808674c43d6a5e9e08a1c;00173__salted__broad__cp200B__single.e10eb62e2c7808674c43d6a5e9e08a1c;broad;200B;subject;1;0;True;7.8;5.0;14;BANG_GUAR|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_SHRT_CMNT_OBFU_MANY|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NO_RDNS_DOTCOM_HELO|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1002 | Spam: True ; 7.8 / 5.0"
salted;spam;00173.e10eb62e2c7808674c43d6a5e9e08a1c;00173__salted__broad__cp200C__single.e10eb62e2c7808674c43d6a5e9e08a1c;broad;200C;subject;1;0;True;7.8;5.0;14;BANG_GUAR|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_SHRT_CMNT_OBFU_MANY|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NO_RDNS_DOTCOM_HELO|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1002 | Spam: True ; 7.8 / 5.0"
salted;spam;00173.e10eb62e2c7808674c43d6a5e9e08a1c;00173__salted__broad__cp200D__single.e10eb62e2c7808674c43d6a5e9e08a1c;broad;200D;subject;1;0;True;7.8;5.0;14;BANG_GUAR|FREEMAIL_FROM|HIDE_WIN_STATUS|HTML_MESSAGE|HTML_SHRT_CMNT_OBFU_MANY|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NO_RDNS_DOTCOM_HELO|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SUSPICIOUS_RECIPS|WEIRD_PORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1002 | Spam: True ; 7.8 / 5.0"
salted;spam;00179.ef2f7cf60806a96b59f4477b025580ee;00179__salted__broad__cp00AD__single.ef2f7cf60806a96b59f4477b025580ee;broad;00AD;both;1;3;True;8.8;5.0;14;ADVANCE_FEE_5_NEW_MONEY|BAD_CREDIT|FORM_FRAUD_5|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|HTML_MESSAGE|LOTS_OF_MONEY|MONEY_FORM_SHORT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_FILL_THIS_FORM_SHORT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 891 | Spam: True ; 8.8 / 5.0"
salted;spam;00179.ef2f7cf60806a96b59f4477b025580ee;00179__salted__broad__cp200B__single.ef2f7cf60806a96b59f4477b025580ee;broad;200B;both;1;3;True;8.8;5.0;14;ADVANCE_FEE_5_NEW_MONEY|BAD_CREDIT|FORM_FRAUD_5|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|HTML_MESSAGE|LOTS_OF_MONEY|MONEY_FORM_SHORT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_FILL_THIS_FORM_SHORT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 894 | Spam: True ; 8.8 / 5.0"
salted;spam;00179.ef2f7cf60806a96b59f4477b025580ee;00179__salted__broad__cp200C__single.ef2f7cf60806a96b59f4477b025580ee;broad;200C;both;1;3;True;8.8;5.0;14;ADVANCE_FEE_5_NEW_MONEY|BAD_CREDIT|FORM_FRAUD_5|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|HTML_MESSAGE|LOTS_OF_MONEY|MONEY_FORM_SHORT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_FILL_THIS_FORM_SHORT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 894 | Spam: True ; 8.8 / 5.0"
salted;spam;00179.ef2f7cf60806a96b59f4477b025580ee;00179__salted__broad__cp200D__single.ef2f7cf60806a96b59f4477b025580ee;broad;200D;both;1;3;True;8.8;5.0;14;ADVANCE_FEE_5_NEW_MONEY|BAD_CREDIT|FORM_FRAUD_5|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|HTML_MESSAGE|LOTS_OF_MONEY|MONEY_FORM_SHORT|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_FILL_THIS_FORM_SHORT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 894 | Spam: True ; 8.8 / 5.0"
salted;spam;00180.751cb63992e172566b3a296d970c425d;00180__salted__broad__cp00AD__single.751cb63992e172566b3a296d970c425d;broad;00AD;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1132 | Spam: False ; 1.1 / 5.0"
salted;spam;00180.751cb63992e172566b3a296d970c425d;00180__salted__broad__cp200B__single.751cb63992e172566b3a296d970c425d;broad;200B;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1132 | Spam: False ; 1.1 / 5.0"
salted;spam;00180.751cb63992e172566b3a296d970c425d;00180__salted__broad__cp200C__single.751cb63992e172566b3a296d970c425d;broad;200C;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1132 | Spam: False ; 1.1 / 5.0"
salted;spam;00180.751cb63992e172566b3a296d970c425d;00180__salted__broad__cp200D__single.751cb63992e172566b3a296d970c425d;broad;200D;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1132 | Spam: False ; 1.1 / 5.0"
salted;spam;00182.1b9ba0f95506a6f2bf256f40fad0687d;00182__salted__broad__cp00AD__single.1b9ba0f95506a6f2bf256f40fad0687d;broad;00AD;both;1;3;True;13.6;5.0;13;BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_3|HEADER_FROM_DIFFERENT_DOMAINS|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HK_RANDOM_REPLYTO|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_3|THIS_AD|TO_NO_BRKTS_PCNT|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 904 | Spam: True ; 13.6 / 5.0"
salted;spam;00182.1b9ba0f95506a6f2bf256f40fad0687d;00182__salted__broad__cp200B__single.1b9ba0f95506a6f2bf256f40fad0687d;broad;200B;both;1;3;True;13.6;5.0;13;BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_3|HEADER_FROM_DIFFERENT_DOMAINS|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HK_RANDOM_REPLYTO|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_3|THIS_AD|TO_NO_BRKTS_PCNT|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 907 | Spam: True ; 13.6 / 5.0"
salted;spam;00182.1b9ba0f95506a6f2bf256f40fad0687d;00182__salted__broad__cp200C__single.1b9ba0f95506a6f2bf256f40fad0687d;broad;200C;both;1;3;True;13.6;5.0;13;BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_3|HEADER_FROM_DIFFERENT_DOMAINS|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HK_RANDOM_REPLYTO|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_3|THIS_AD|TO_NO_BRKTS_PCNT|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 907 | Spam: True ; 13.6 / 5.0"
salted;spam;00182.1b9ba0f95506a6f2bf256f40fad0687d;00182__salted__broad__cp200D__single.1b9ba0f95506a6f2bf256f40fad0687d;broad;200D;both;1;3;True;13.6;5.0;13;BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_3|HEADER_FROM_DIFFERENT_DOMAINS|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HK_RANDOM_REPLYTO|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_3|THIS_AD|TO_NO_BRKTS_PCNT|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 907 | Spam: True ; 13.6 / 5.0"
salted;spam;00185.8ca19012fa3f2a906f23c3b41f11ffed;00185__salted__broad__cp00AD__single.8ca19012fa3f2a906f23c3b41f11ffed;broad;00AD;body;0;2;False;2.5;5.0;2;DATE_IN_PAST_96_XX|KHOP_HELO_FCRDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1390 | Spam: False ; 2.5 / 5.0"
salted;spam;00185.8ca19012fa3f2a906f23c3b41f11ffed;00185__salted__broad__cp200B__single.8ca19012fa3f2a906f23c3b41f11ffed;broad;200B;body;0;2;False;2.5;5.0;2;DATE_IN_PAST_96_XX|KHOP_HELO_FCRDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1385 | Spam: False ; 2.5 / 5.0"
salted;spam;00185.8ca19012fa3f2a906f23c3b41f11ffed;00185__salted__broad__cp200C__single.8ca19012fa3f2a906f23c3b41f11ffed;broad;200C;body;0;2;False;2.5;5.0;2;DATE_IN_PAST_96_XX|KHOP_HELO_FCRDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1385 | Spam: False ; 2.5 / 5.0"
salted;spam;00185.8ca19012fa3f2a906f23c3b41f11ffed;00185__salted__broad__cp200D__single.8ca19012fa3f2a906f23c3b41f11ffed;broad;200D;body;0;2;False;2.5;5.0;2;DATE_IN_PAST_96_XX|KHOP_HELO_FCRDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1385 | Spam: False ; 2.5 / 5.0"
salted;spam;00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb;00186__salted__broad__cp00AD__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb;broad;00AD;body;0;3;False;2.4;5.0;10;HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 1764 | Spam: False ; 2.4 / 5.0"
salted;spam;00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb;00186__salted__broad__cp200B__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb;broad;200B;body;0;3;False;3.4;5.0;11;FUZZY_CLICK_HERE|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1782 | Spam: False ; 3.4 / 5.0"
salted;spam;00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb;00186__salted__broad__cp200C__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb;broad;200C;body;0;3;False;3.4;5.0;11;FUZZY_CLICK_HERE|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1782 | Spam: False ; 3.4 / 5.0"
salted;spam;00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb;00186__salted__broad__cp200D__single.a66b4fc4ab114c9cb37e1a31d1ea1aeb;broad;200D;body;0;3;False;3.4;5.0;11;FUZZY_CLICK_HERE|HTML_FONT_LOW_CONTRAST|HTML_IMAGE_RATIO_04|HTML_MESSAGE|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MAY_BE_FORGED|MSGID_DOLLARS_URI_IMG|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1782 | Spam: False ; 3.4 / 5.0"
salted;spam;00187.3fb9a7078bff0530ea52484a32c5d7e0;00187__salted__broad__cp00AD__single.3fb9a7078bff0530ea52484a32c5d7e0;broad;00AD;both;1;3;False;1.5;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1361 | Spam: False ; 1.5 / 5.0"
salted;spam;00187.efd97ab2034b3384606e21db00014ecb;00187__salted__broad__cp00AD__single.efd97ab2034b3384606e21db00014ecb;broad;00AD;body;0;3;True;16.2;5.0;14;DATE_IN_PAST_12_24|FORGED_YAHOO_RCVD|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|INVALID_DATE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 955 | Spam: True ; 16.2 / 5.0"
salted;spam;00187.3fb9a7078bff0530ea52484a32c5d7e0;00187__salted__broad__cp200B__single.3fb9a7078bff0530ea52484a32c5d7e0;broad;200B;both;1;3;False;1.5;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1364 | Spam: False ; 1.5 / 5.0"
salted;spam;00187.efd97ab2034b3384606e21db00014ecb;00187__salted__broad__cp200B__single.efd97ab2034b3384606e21db00014ecb;broad;200B;body;0;3;True;16.2;5.0;14;DATE_IN_PAST_12_24|FORGED_YAHOO_RCVD|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|INVALID_DATE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 955 | Spam: True ; 16.2 / 5.0"
salted;spam;00187.3fb9a7078bff0530ea52484a32c5d7e0;00187__salted__broad__cp200C__single.3fb9a7078bff0530ea52484a32c5d7e0;broad;200C;both;1;3;False;1.5;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1364 | Spam: False ; 1.5 / 5.0"
salted;spam;00187.efd97ab2034b3384606e21db00014ecb;00187__salted__broad__cp200C__single.efd97ab2034b3384606e21db00014ecb;broad;200C;body;0;3;True;16.2;5.0;14;DATE_IN_PAST_12_24|FORGED_YAHOO_RCVD|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|INVALID_DATE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 955 | Spam: True ; 16.2 / 5.0"
salted;spam;00187.3fb9a7078bff0530ea52484a32c5d7e0;00187__salted__broad__cp200D__single.3fb9a7078bff0530ea52484a32c5d7e0;broad;200D;both;1;3;False;1.5;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1364 | Spam: False ; 1.5 / 5.0"
salted;spam;00187.efd97ab2034b3384606e21db00014ecb;00187__salted__broad__cp200D__single.efd97ab2034b3384606e21db00014ecb;broad;200D;body;0;3;True;16.2;5.0;14;DATE_IN_PAST_12_24|FORGED_YAHOO_RCVD|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|INVALID_DATE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|WEIRD_QUOTING	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 955 | Spam: True ; 16.2 / 5.0"
salted;spam;00188.b12197b37ceb97fa0cd802566c1e08db;00188__salted__broad__cp00AD__single.b12197b37ceb97fa0cd802566c1e08db;broad;00AD;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1190 | Spam: False ; 1.1 / 5.0"
salted;spam;00188.b12197b37ceb97fa0cd802566c1e08db;00188__salted__broad__cp200B__single.b12197b37ceb97fa0cd802566c1e08db;broad;200B;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1190 | Spam: False ; 1.1 / 5.0"
salted;spam;00188.b12197b37ceb97fa0cd802566c1e08db;00188__salted__broad__cp200C__single.b12197b37ceb97fa0cd802566c1e08db;broad;200C;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1190 | Spam: False ; 1.1 / 5.0"
salted;spam;00188.b12197b37ceb97fa0cd802566c1e08db;00188__salted__broad__cp200D__single.b12197b37ceb97fa0cd802566c1e08db;broad;200D;body;0;3;False;1.1;5.0;4;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1190 | Spam: False ; 1.1 / 5.0"
salted;spam;00190.ee2ea200e7efa602221c6492f9d9d8c0;00190__salted__broad__cp00AD__single.ee2ea200e7efa602221c6492f9d9d8c0;broad;00AD;body;0;3;False;3.1;5.0;6;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1422 | Spam: False ; 3.1 / 5.0"
salted;spam;00190.ee2ea200e7efa602221c6492f9d9d8c0;00190__salted__broad__cp200B__single.ee2ea200e7efa602221c6492f9d9d8c0;broad;200B;body;0;3;False;3.1;5.0;6;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1422 | Spam: False ; 3.1 / 5.0"
salted;spam;00190.ee2ea200e7efa602221c6492f9d9d8c0;00190__salted__broad__cp200C__single.ee2ea200e7efa602221c6492f9d9d8c0;broad;200C;body;0;3;False;3.1;5.0;6;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1422 | Spam: False ; 3.1 / 5.0"
salted;spam;00190.ee2ea200e7efa602221c6492f9d9d8c0;00190__salted__broad__cp200D__single.ee2ea200e7efa602221c6492f9d9d8c0;broad;200D;body;0;3;False;3.1;5.0;6;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1422 | Spam: False ; 3.1 / 5.0"
salted;spam;00191.9ff80a41f015b7a6c409732e41c0df07;00191__salted__broad__cp00AD__single.9ff80a41f015b7a6c409732e41c0df07;broad;00AD;body;0;3;True;5.9;5.0;5;DATE_IN_FUTURE_12_24|EXCUSE_REMOVE|HTML_IMAGE_ONLY_32|HTML_MESSAGE|KHOP_HELO_FCRDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 759 | Spam: True ; 5.9 / 5.0"
salted;spam;00191.9ff80a41f015b7a6c409732e41c0df07;00191__salted__broad__cp200B__single.9ff80a41f015b7a6c409732e41c0df07;broad;200B;body;0;3;True;5.9;5.0;5;DATE_IN_FUTURE_12_24|EXCUSE_REMOVE|HTML_IMAGE_ONLY_32|HTML_MESSAGE|KHOP_HELO_FCRDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 759 | Spam: True ; 5.9 / 5.0"
salted;spam;00191.9ff80a41f015b7a6c409732e41c0df07;00191__salted__broad__cp200C__single.9ff80a41f015b7a6c409732e41c0df07;broad;200C;body;0;3;True;5.9;5.0;5;DATE_IN_FUTURE_12_24|EXCUSE_REMOVE|HTML_IMAGE_ONLY_32|HTML_MESSAGE|KHOP_HELO_FCRDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 759 | Spam: True ; 5.9 / 5.0"
salted;spam;00191.9ff80a41f015b7a6c409732e41c0df07;00191__salted__broad__cp200D__single.9ff80a41f015b7a6c409732e41c0df07;broad;200D;body;0;3;True;5.9;5.0;5;DATE_IN_FUTURE_12_24|EXCUSE_REMOVE|HTML_IMAGE_ONLY_32|HTML_MESSAGE|KHOP_HELO_FCRDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 759 | Spam: True ; 5.9 / 5.0"
salted;spam;00194.767c323b4ae7a4909397e42cbd0c56a4;00194__salted__broad__cp00AD__single.767c323b4ae7a4909397e42cbd0c56a4;broad;00AD;body;0;3;True;17.0;5.0;12;DATE_IN_PAST_03_06|DOS_OE_TO_MX|FORGED_MUA_OUTLOOK|FSL_HELO_NON_FQDN_1|HELO_NO_DOMAIN|INVALID_DATE|KHOP_HELO_FCRDNS|MIMEOLE_DIRECT_TO_MX|MSOE_MID_WRONG_CASE|NO_FM_NAME_IP_HOSTN|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1023 | Spam: True ; 17.0 / 5.0"
salted;spam;00194.767c323b4ae7a4909397e42cbd0c56a4;00194__salted__broad__cp200B__single.767c323b4ae7a4909397e42cbd0c56a4;broad;200B;body;0;3;True;17.0;5.0;12;DATE_IN_PAST_03_06|DOS_OE_TO_MX|FORGED_MUA_OUTLOOK|FSL_HELO_NON_FQDN_1|HELO_NO_DOMAIN|INVALID_DATE|KHOP_HELO_FCRDNS|MIMEOLE_DIRECT_TO_MX|MSOE_MID_WRONG_CASE|NO_FM_NAME_IP_HOSTN|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1023 | Spam: True ; 17.0 / 5.0"
salted;spam;00194.767c323b4ae7a4909397e42cbd0c56a4;00194__salted__broad__cp200C__single.767c323b4ae7a4909397e42cbd0c56a4;broad;200C;body;0;3;True;17.0;5.0;12;DATE_IN_PAST_03_06|DOS_OE_TO_MX|FORGED_MUA_OUTLOOK|FSL_HELO_NON_FQDN_1|HELO_NO_DOMAIN|INVALID_DATE|KHOP_HELO_FCRDNS|MIMEOLE_DIRECT_TO_MX|MSOE_MID_WRONG_CASE|NO_FM_NAME_IP_HOSTN|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1023 | Spam: True ; 17.0 / 5.0"
salted;spam;00194.767c323b4ae7a4909397e42cbd0c56a4;00194__salted__broad__cp200D__single.767c323b4ae7a4909397e42cbd0c56a4;broad;200D;body;0;3;True;17.0;5.0;12;DATE_IN_PAST_03_06|DOS_OE_TO_MX|FORGED_MUA_OUTLOOK|FSL_HELO_NON_FQDN_1|HELO_NO_DOMAIN|INVALID_DATE|KHOP_HELO_FCRDNS|MIMEOLE_DIRECT_TO_MX|MSOE_MID_WRONG_CASE|NO_FM_NAME_IP_HOSTN|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1023 | Spam: True ; 17.0 / 5.0"
