message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,subject_original_tokens,subject_salted_tokens,body_original_tokens,body_salted_tokens
00385.2017c0f15243b44ef7d52ca0a5f1ecaa,00385__salted__extended__cp200B__single.2017c0f15243b44ef7d52ca0a5f1ecaa,extended,200B,single,,,,"NBC, CBS, Oprah","NB​C, CB​S, Op​rah"
00385.2017c0f15243b44ef7d52ca0a5f1ecaa,00385__salted__extended__cp200C__single.2017c0f15243b44ef7d52ca0a5f1ecaa,extended,200C,single,,,,"NBC, CBS, Oprah","NB‌C, CB‌S, Op‌rah"
00385.2017c0f15243b44ef7d52ca0a5f1ecaa,00385__salted__extended__cp200D__single.2017c0f15243b44ef7d52ca0a5f1ecaa,extended,200D,single,,,,"NBC, CBS, Oprah","NB‍C, CB‍S, Op‍rah"
00385.2017c0f15243b44ef7d52ca0a5f1ecaa,00385__salted__extended__cp00AD__single.2017c0f15243b44ef7d52ca0a5f1ecaa,extended,00AD,single,,,,"NBC, CBS, Oprah","NB­C, CB­S, Op­rah"
00385.51089b24dee5a89d38ee1b505b470c68,00385__salted__extended__cp200B__single.51089b24dee5a89d38ee1b505b470c68,extended,200B,single,,zzzz,zz​zz,,
00385.51089b24dee5a89d38ee1b505b470c68,00385__salted__extended__cp200C__single.51089b24dee5a89d38ee1b505b470c68,extended,200C,single,,zzzz,zz‌zz,,
00385.51089b24dee5a89d38ee1b505b470c68,00385__salted__extended__cp200D__single.51089b24dee5a89d38ee1b505b470c68,extended,200D,single,,zzzz,zz‍zz,,
00385.51089b24dee5a89d38ee1b505b470c68,00385__salted__extended__cp00AD__single.51089b24dee5a89d38ee1b505b470c68,extended,00AD,single,,zzzz,zz­zz,,
00386.6074f269f0bd1aec1546f9e654e8fcfe,00386__salted__extended__cp200B__single.6074f269f0bd1aec1546f9e654e8fcfe,extended,200B,single,,,,"earn, click, click","ea​rn, cl​ick, cl​ick"
00386.6074f269f0bd1aec1546f9e654e8fcfe,00386__salted__extended__cp200C__single.6074f269f0bd1aec1546f9e654e8fcfe,extended,200C,single,,,,"earn, click, click","ea‌rn, cl‌ick, cl‌ick"
00386.6074f269f0bd1aec1546f9e654e8fcfe,00386__salted__extended__cp200D__single.6074f269f0bd1aec1546f9e654e8fcfe,extended,200D,single,,,,"earn, click, click","ea‍rn, cl‍ick, cl‍ick"
00386.6074f269f0bd1aec1546f9e654e8fcfe,00386__salted__extended__cp00AD__single.6074f269f0bd1aec1546f9e654e8fcfe,extended,00AD,single,,,,"earn, click, click","ea­rn, cl­ick, cl­ick"
00388.a884c42d4423d7e4718db0145b3b9d9b,00388__salted__extended__cp200B__single.a884c42d4423d7e4718db0145b3b9d9b,extended,200B,single,,,,GUARANTEED,GU​ARANTEED
00388.a884c42d4423d7e4718db0145b3b9d9b,00388__salted__extended__cp200C__single.a884c42d4423d7e4718db0145b3b9d9b,extended,200C,single,,,,GUARANTEED,GU‌ARANTEED
00388.a884c42d4423d7e4718db0145b3b9d9b,00388__salted__extended__cp200D__single.a884c42d4423d7e4718db0145b3b9d9b,extended,200D,single,,,,GUARANTEED,GU‍ARANTEED
00388.a884c42d4423d7e4718db0145b3b9d9b,00388__salted__extended__cp00AD__single.a884c42d4423d7e4718db0145b3b9d9b,extended,00AD,single,,,,GUARANTEED,GU­ARANTEED
00389.6222f886a2658f890c49f1853beea193,00389__salted__extended__cp200B__single.6222f886a2658f890c49f1853beea193,extended,200B,single,,,,"NIGERIA, Sir, Nigeria","NI​GERIA, Si​r, Ni​geria"
00389.6222f886a2658f890c49f1853beea193,00389__salted__extended__cp200C__single.6222f886a2658f890c49f1853beea193,extended,200C,single,,,,"NIGERIA, Sir, Nigeria","NI‌GERIA, Si‌r, Ni‌geria"
00389.6222f886a2658f890c49f1853beea193,00389__salted__extended__cp200D__single.6222f886a2658f890c49f1853beea193,extended,200D,single,,,,"NIGERIA, Sir, Nigeria","NI‍GERIA, Si‍r, Ni‍geria"
00389.6222f886a2658f890c49f1853beea193,00389__salted__extended__cp00AD__single.6222f886a2658f890c49f1853beea193,extended,00AD,single,,,,"NIGERIA, Sir, Nigeria","NI­GERIA, Si­r, Ni­geria"
00389.a4504d4c023b095c4907db14c65ea28f,00389__salted__extended__cp200B__single.a4504d4c023b095c4907db14c65ea28f,extended,200B,single,,ADV,AD​V,,
00389.a4504d4c023b095c4907db14c65ea28f,00389__salted__extended__cp200C__single.a4504d4c023b095c4907db14c65ea28f,extended,200C,single,,ADV,AD‌V,,
00389.a4504d4c023b095c4907db14c65ea28f,00389__salted__extended__cp200D__single.a4504d4c023b095c4907db14c65ea28f,extended,200D,single,,ADV,AD‍V,,
00389.a4504d4c023b095c4907db14c65ea28f,00389__salted__extended__cp00AD__single.a4504d4c023b095c4907db14c65ea28f,extended,00AD,single,,ADV,AD­V,,
00390.ce19abc8034db9e6b435d494a91db87a,00390__salted__extended__cp200B__single.ce19abc8034db9e6b435d494a91db87a,extended,200B,single,,,,"NIGERIA, Sir, Nigeria","NI​GERIA, Si​r, Ni​geria"
00390.ce19abc8034db9e6b435d494a91db87a,00390__salted__extended__cp200C__single.ce19abc8034db9e6b435d494a91db87a,extended,200C,single,,,,"NIGERIA, Sir, Nigeria","NI‌GERIA, Si‌r, Ni‌geria"
00390.ce19abc8034db9e6b435d494a91db87a,00390__salted__extended__cp200D__single.ce19abc8034db9e6b435d494a91db87a,extended,200D,single,,,,"NIGERIA, Sir, Nigeria","NI‍GERIA, Si‍r, Ni‍geria"
00390.ce19abc8034db9e6b435d494a91db87a,00390__salted__extended__cp00AD__single.ce19abc8034db9e6b435d494a91db87a,extended,00AD,single,,,,"NIGERIA, Sir, Nigeria","NI­GERIA, Si­r, Ni­geria"
00392.ffefdd973d6b1bf1243937030e3bd07f,00392__salted__extended__cp200B__single.ffefdd973d6b1bf1243937030e3bd07f,extended,200B,single,,,,"receive, click","re​ceive, cl​ick"
00392.ffefdd973d6b1bf1243937030e3bd07f,00392__salted__extended__cp200C__single.ffefdd973d6b1bf1243937030e3bd07f,extended,200C,single,,,,"receive, click","re‌ceive, cl‌ick"
00392.ffefdd973d6b1bf1243937030e3bd07f,00392__salted__extended__cp200D__single.ffefdd973d6b1bf1243937030e3bd07f,extended,200D,single,,,,"receive, click","re‍ceive, cl‍ick"
00392.ffefdd973d6b1bf1243937030e3bd07f,00392__salted__extended__cp00AD__single.ffefdd973d6b1bf1243937030e3bd07f,extended,00AD,single,,,,"receive, click","re­ceive, cl­ick"
00393.13d4d84cb98ea19954f895c629520bf8,00393__salted__extended__cp200B__single.13d4d84cb98ea19954f895c629520bf8,extended,200B,single,,Insurance,In​surance,"Insurance, btamail, insurance","In​surance, bt​amail, in​surance"
00393.13d4d84cb98ea19954f895c629520bf8,00393__salted__extended__cp200C__single.13d4d84cb98ea19954f895c629520bf8,extended,200C,single,,Insurance,In‌surance,"Insurance, btamail, insurance","In‌surance, bt‌amail, in‌surance"
00393.13d4d84cb98ea19954f895c629520bf8,00393__salted__extended__cp200D__single.13d4d84cb98ea19954f895c629520bf8,extended,200D,single,,Insurance,In‍surance,"Insurance, btamail, insurance","In‍surance, bt‍amail, in‍surance"
00393.13d4d84cb98ea19954f895c629520bf8,00393__salted__extended__cp00AD__single.13d4d84cb98ea19954f895c629520bf8,extended,00AD,single,,Insurance,In­surance,"Insurance, btamail, insurance","In­surance, bt­amail, in­surance"
00393.85c9cd10122736d443e69db6fce3ad3f,00393__salted__extended__cp200B__single.85c9cd10122736d443e69db6fce3ad3f,extended,200B,single,,ADV,AD​V,,
00393.85c9cd10122736d443e69db6fce3ad3f,00393__salted__extended__cp200C__single.85c9cd10122736d443e69db6fce3ad3f,extended,200C,single,,ADV,AD‌V,,
00393.85c9cd10122736d443e69db6fce3ad3f,00393__salted__extended__cp200D__single.85c9cd10122736d443e69db6fce3ad3f,extended,200D,single,,ADV,AD‍V,,
00393.85c9cd10122736d443e69db6fce3ad3f,00393__salted__extended__cp00AD__single.85c9cd10122736d443e69db6fce3ad3f,extended,00AD,single,,ADV,AD­V,,
00394.0e95ef1fe71d6bbf6867df86c862d15a,00394__salted__extended__cp200B__single.0e95ef1fe71d6bbf6867df86c862d15a,extended,200B,single,,ADV,AD​V,,
00394.0e95ef1fe71d6bbf6867df86c862d15a,00394__salted__extended__cp200C__single.0e95ef1fe71d6bbf6867df86c862d15a,extended,200C,single,,ADV,AD‌V,,
00394.0e95ef1fe71d6bbf6867df86c862d15a,00394__salted__extended__cp200D__single.0e95ef1fe71d6bbf6867df86c862d15a,extended,200D,single,,ADV,AD‍V,,
00394.0e95ef1fe71d6bbf6867df86c862d15a,00394__salted__extended__cp00AD__single.0e95ef1fe71d6bbf6867df86c862d15a,extended,00AD,single,,ADV,AD­V,,
00395.74aee42fac915ca758047506ec59a21f,00395__salted__extended__cp200B__single.74aee42fac915ca758047506ec59a21f,extended,200B,single,,ADV,AD​V,,
00395.74aee42fac915ca758047506ec59a21f,00395__salted__extended__cp200C__single.74aee42fac915ca758047506ec59a21f,extended,200C,single,,ADV,AD‌V,,
00395.74aee42fac915ca758047506ec59a21f,00395__salted__extended__cp200D__single.74aee42fac915ca758047506ec59a21f,extended,200D,single,,ADV,AD‍V,,
00395.74aee42fac915ca758047506ec59a21f,00395__salted__extended__cp00AD__single.74aee42fac915ca758047506ec59a21f,extended,00AD,single,,ADV,AD­V,,
00395.f9df5b3574ef5ba6143c08a1fa301886,00395__salted__extended__cp200B__single.f9df5b3574ef5ba6143c08a1fa301886,extended,200B,single,,Adv,Ad​v,,
00395.f9df5b3574ef5ba6143c08a1fa301886,00395__salted__extended__cp200C__single.f9df5b3574ef5ba6143c08a1fa301886,extended,200C,single,,Adv,Ad‌v,,
00395.f9df5b3574ef5ba6143c08a1fa301886,00395__salted__extended__cp200D__single.f9df5b3574ef5ba6143c08a1fa301886,extended,200D,single,,Adv,Ad‍v,,
00395.f9df5b3574ef5ba6143c08a1fa301886,00395__salted__extended__cp00AD__single.f9df5b3574ef5ba6143c08a1fa301886,extended,00AD,single,,Adv,Ad­v,,
00396.bb9671c94f0061c7f2a74cde8a507c1f,00396__salted__extended__cp200B__single.bb9671c94f0061c7f2a74cde8a507c1f,extended,200B,single,,,,"Insurance, Insurance, Annuity","In​surance, In​surance, An​nuity"
00396.bb9671c94f0061c7f2a74cde8a507c1f,00396__salted__extended__cp200C__single.bb9671c94f0061c7f2a74cde8a507c1f,extended,200C,single,,,,"Insurance, Insurance, Annuity","In‌surance, In‌surance, An‌nuity"
00396.bb9671c94f0061c7f2a74cde8a507c1f,00396__salted__extended__cp200D__single.bb9671c94f0061c7f2a74cde8a507c1f,extended,200D,single,,,,"Insurance, Insurance, Annuity","In‍surance, In‍surance, An‍nuity"
00396.bb9671c94f0061c7f2a74cde8a507c1f,00396__salted__extended__cp00AD__single.bb9671c94f0061c7f2a74cde8a507c1f,extended,00AD,single,,,,"Insurance, Insurance, Annuity","In­surance, In­surance, An­nuity"
00397.dc85d97361fbed3637f8db56d4c9c92d,00397__salted__extended__cp200B__single.dc85d97361fbed3637f8db56d4c9c92d,extended,200B,single,,bills,bi​lls,,
00397.dc85d97361fbed3637f8db56d4c9c92d,00397__salted__extended__cp200C__single.dc85d97361fbed3637f8db56d4c9c92d,extended,200C,single,,bills,bi‌lls,,
00397.dc85d97361fbed3637f8db56d4c9c92d,00397__salted__extended__cp200D__single.dc85d97361fbed3637f8db56d4c9c92d,extended,200D,single,,bills,bi‍lls,,
00397.dc85d97361fbed3637f8db56d4c9c92d,00397__salted__extended__cp00AD__single.dc85d97361fbed3637f8db56d4c9c92d,extended,00AD,single,,bills,bi­lls,,
00398.64f68a9650595170b0e10cc493020a0a,00398__salted__extended__cp200B__single.64f68a9650595170b0e10cc493020a0a,extended,200B,single,,prescription,pr​escription,"VIAGRA, CLICK, prescription","VI​AGRA, CL​ICK, pr​escription"
00398.64f68a9650595170b0e10cc493020a0a,00398__salted__extended__cp200C__single.64f68a9650595170b0e10cc493020a0a,extended,200C,single,,prescription,pr‌escription,"VIAGRA, CLICK, prescription","VI‌AGRA, CL‌ICK, pr‌escription"
00398.64f68a9650595170b0e10cc493020a0a,00398__salted__extended__cp200D__single.64f68a9650595170b0e10cc493020a0a,extended,200D,single,,prescription,pr‍escription,"VIAGRA, CLICK, prescription","VI‍AGRA, CL‍ICK, pr‍escription"
00398.64f68a9650595170b0e10cc493020a0a,00398__salted__extended__cp00AD__single.64f68a9650595170b0e10cc493020a0a,extended,00AD,single,,prescription,pr­escription,"VIAGRA, CLICK, prescription","VI­AGRA, CL­ICK, pr­escription"
00399.b5a16f11e0f6bc8898caef8d9ba3e9a8,00399__salted__extended__cp200B__single.b5a16f11e0f6bc8898caef8d9ba3e9a8,extended,200B,single,,,,"COMPLIANCE, removal","CO​MPLIANCE, re​moval"
00399.b5a16f11e0f6bc8898caef8d9ba3e9a8,00399__salted__extended__cp200C__single.b5a16f11e0f6bc8898caef8d9ba3e9a8,extended,200C,single,,,,"COMPLIANCE, removal","CO‌MPLIANCE, re‌moval"
00399.b5a16f11e0f6bc8898caef8d9ba3e9a8,00399__salted__extended__cp200D__single.b5a16f11e0f6bc8898caef8d9ba3e9a8,extended,200D,single,,,,"COMPLIANCE, removal","CO‍MPLIANCE, re‍moval"
00399.b5a16f11e0f6bc8898caef8d9ba3e9a8,00399__salted__extended__cp00AD__single.b5a16f11e0f6bc8898caef8d9ba3e9a8,extended,00AD,single,,,,"COMPLIANCE, removal","CO­MPLIANCE, re­moval"
00399.cd1239166aa4d43f7c3127c3b48b3f18,00399__salted__extended__cp200B__single.cd1239166aa4d43f7c3127c3b48b3f18,extended,200B,single,,,,"premium, earn, commissions","pr​emium, ea​rn, co​mmissions"
00399.cd1239166aa4d43f7c3127c3b48b3f18,00399__salted__extended__cp200C__single.cd1239166aa4d43f7c3127c3b48b3f18,extended,200C,single,,,,"premium, earn, commissions","pr‌emium, ea‌rn, co‌mmissions"
00399.cd1239166aa4d43f7c3127c3b48b3f18,00399__salted__extended__cp200D__single.cd1239166aa4d43f7c3127c3b48b3f18,extended,200D,single,,,,"premium, earn, commissions","pr‍emium, ea‍rn, co‍mmissions"
00399.cd1239166aa4d43f7c3127c3b48b3f18,00399__salted__extended__cp00AD__single.cd1239166aa4d43f7c3127c3b48b3f18,extended,00AD,single,,,,"premium, earn, commissions","pr­emium, ea­rn, co­mmissions"
00400.9360c6d3f34caf75a4c5439852153b71,00400__salted__extended__cp200B__single.9360c6d3f34caf75a4c5439852153b71,extended,200B,single,,,,"presently, Nigeria, communication","pr​esently, Ni​geria, co​mmunication"
00400.9360c6d3f34caf75a4c5439852153b71,00400__salted__extended__cp200C__single.9360c6d3f34caf75a4c5439852153b71,extended,200C,single,,,,"presently, Nigeria, communication","pr‌esently, Ni‌geria, co‌mmunication"
00400.9360c6d3f34caf75a4c5439852153b71,00400__salted__extended__cp200D__single.9360c6d3f34caf75a4c5439852153b71,extended,200D,single,,,,"presently, Nigeria, communication","pr‍esently, Ni‍geria, co‍mmunication"
00400.9360c6d3f34caf75a4c5439852153b71,00400__salted__extended__cp00AD__single.9360c6d3f34caf75a4c5439852153b71,extended,00AD,single,,,,"presently, Nigeria, communication","pr­esently, Ni­geria, co­mmunication"
00400.cc74b7994a7282f32ee2a3b7e3634d31,00400__salted__extended__cp200B__single.cc74b7994a7282f32ee2a3b7e3634d31,extended,200B,single,,,,"adv, Sincerely, communication","ad​v, Si​ncerely, co​mmunication"
00400.cc74b7994a7282f32ee2a3b7e3634d31,00400__salted__extended__cp200C__single.cc74b7994a7282f32ee2a3b7e3634d31,extended,200C,single,,,,"adv, Sincerely, communication","ad‌v, Si‌ncerely, co‌mmunication"
00400.cc74b7994a7282f32ee2a3b7e3634d31,00400__salted__extended__cp200D__single.cc74b7994a7282f32ee2a3b7e3634d31,extended,200D,single,,,,"adv, Sincerely, communication","ad‍v, Si‍ncerely, co‍mmunication"
00400.cc74b7994a7282f32ee2a3b7e3634d31,00400__salted__extended__cp00AD__single.cc74b7994a7282f32ee2a3b7e3634d31,extended,00AD,single,,,,"adv, Sincerely, communication","ad­v, Si­ncerely, co­mmunication"
00401.309e29417819ce39d8599047d50933cc,00401__salted__extended__cp200B__single.309e29417819ce39d8599047d50933cc,extended,200B,single,,,,"click, click","cl​ick, cl​ick"
00401.309e29417819ce39d8599047d50933cc,00401__salted__extended__cp200C__single.309e29417819ce39d8599047d50933cc,extended,200C,single,,,,"click, click","cl‌ick, cl‌ick"
00401.309e29417819ce39d8599047d50933cc,00401__salted__extended__cp200D__single.309e29417819ce39d8599047d50933cc,extended,200D,single,,,,"click, click","cl‍ick, cl‍ick"
00401.309e29417819ce39d8599047d50933cc,00401__salted__extended__cp00AD__single.309e29417819ce39d8599047d50933cc,extended,00AD,single,,,,"click, click","cl­ick, cl­ick"
00401.31d8ded049967dc48ebb564288733e81,00401__salted__extended__cp200B__single.31d8ded049967dc48ebb564288733e81,extended,200B,single,,,,"Sir, Madam","Si​r, Ma​dam"
00401.31d8ded049967dc48ebb564288733e81,00401__salted__extended__cp200C__single.31d8ded049967dc48ebb564288733e81,extended,200C,single,,,,"Sir, Madam","Si‌r, Ma‌dam"
00401.31d8ded049967dc48ebb564288733e81,00401__salted__extended__cp200D__single.31d8ded049967dc48ebb564288733e81,extended,200D,single,,,,"Sir, Madam","Si‍r, Ma‍dam"
00401.31d8ded049967dc48ebb564288733e81,00401__salted__extended__cp00AD__single.31d8ded049967dc48ebb564288733e81,extended,00AD,single,,,,"Sir, Madam","Si­r, Ma­dam"
00402.3cb789dea6bc3f321cc15730f3048ff2,00402__salted__extended__cp200B__single.3cb789dea6bc3f321cc15730f3048ff2,extended,200B,single,,,,"presently, Nigeria, communication","pr​esently, Ni​geria, co​mmunication"
00402.3cb789dea6bc3f321cc15730f3048ff2,00402__salted__extended__cp200C__single.3cb789dea6bc3f321cc15730f3048ff2,extended,200C,single,,,,"presently, Nigeria, communication","pr‌esently, Ni‌geria, co‌mmunication"
00402.3cb789dea6bc3f321cc15730f3048ff2,00402__salted__extended__cp200D__single.3cb789dea6bc3f321cc15730f3048ff2,extended,200D,single,,,,"presently, Nigeria, communication","pr‍esently, Ni‍geria, co‍mmunication"
00402.3cb789dea6bc3f321cc15730f3048ff2,00402__salted__extended__cp00AD__single.3cb789dea6bc3f321cc15730f3048ff2,extended,00AD,single,,,,"presently, Nigeria, communication","pr­esently, Ni­geria, co­mmunication"
00402.9fd8762dd436ec868d4c22a17d8ccc3d,00402__salted__extended__cp200B__single.9fd8762dd436ec868d4c22a17d8ccc3d,extended,200B,single,,SYSTEMWORKS,SY​STEMWORKS,,
00402.9fd8762dd436ec868d4c22a17d8ccc3d,00402__salted__extended__cp200C__single.9fd8762dd436ec868d4c22a17d8ccc3d,extended,200C,single,,SYSTEMWORKS,SY‌STEMWORKS,,
00402.9fd8762dd436ec868d4c22a17d8ccc3d,00402__salted__extended__cp200D__single.9fd8762dd436ec868d4c22a17d8ccc3d,extended,200D,single,,SYSTEMWORKS,SY‍STEMWORKS,,
00402.9fd8762dd436ec868d4c22a17d8ccc3d,00402__salted__extended__cp00AD__single.9fd8762dd436ec868d4c22a17d8ccc3d,extended,00AD,single,,SYSTEMWORKS,SY­STEMWORKS,,
00403.46d0face754b6bb7dce8b3ea560f75fb,00403__salted__extended__cp200B__single.46d0face754b6bb7dce8b3ea560f75fb,extended,200B,single,,,,"sir, madam, presently","si​r, ma​dam, pr​esently"
00403.46d0face754b6bb7dce8b3ea560f75fb,00403__salted__extended__cp200C__single.46d0face754b6bb7dce8b3ea560f75fb,extended,200C,single,,,,"sir, madam, presently","si‌r, ma‌dam, pr‌esently"
00403.46d0face754b6bb7dce8b3ea560f75fb,00403__salted__extended__cp200D__single.46d0face754b6bb7dce8b3ea560f75fb,extended,200D,single,,,,"sir, madam, presently","si‍r, ma‍dam, pr‍esently"
00403.46d0face754b6bb7dce8b3ea560f75fb,00403__salted__extended__cp00AD__single.46d0face754b6bb7dce8b3ea560f75fb,extended,00AD,single,,,,"sir, madam, presently","si­r, ma­dam, pr­esently"
00403.90a79abcb32065d5381a74a84da2e6bd,00403__salted__extended__cp200B__single.90a79abcb32065d5381a74a84da2e6bd,extended,200B,single,,,,"ATTAINED, bills, ordering","AT​TAINED, bi​lls, or​dering"
00403.90a79abcb32065d5381a74a84da2e6bd,00403__salted__extended__cp200C__single.90a79abcb32065d5381a74a84da2e6bd,extended,200C,single,,,,"ATTAINED, bills, ordering","AT‌TAINED, bi‌lls, or‌dering"
00403.90a79abcb32065d5381a74a84da2e6bd,00403__salted__extended__cp200D__single.90a79abcb32065d5381a74a84da2e6bd,extended,200D,single,,,,"ATTAINED, bills, ordering","AT‍TAINED, bi‍lls, or‍dering"
00403.90a79abcb32065d5381a74a84da2e6bd,00403__salted__extended__cp00AD__single.90a79abcb32065d5381a74a84da2e6bd,extended,00AD,single,,,,"ATTAINED, bills, ordering","AT­TAINED, bi­lls, or­dering"
00404.deea51c7b46665faf98fe6c5b5f88810,00404__salted__extended__cp200B__single.deea51c7b46665faf98fe6c5b5f88810,extended,200B,single,,,,"USD, USD, USD","US​D, US​D, US​D"
00404.deea51c7b46665faf98fe6c5b5f88810,00404__salted__extended__cp200C__single.deea51c7b46665faf98fe6c5b5f88810,extended,200C,single,,,,"USD, USD, USD","US‌D, US‌D, US‌D"
00404.deea51c7b46665faf98fe6c5b5f88810,00404__salted__extended__cp200D__single.deea51c7b46665faf98fe6c5b5f88810,extended,200D,single,,,,"USD, USD, USD","US‍D, US‍D, US‍D"
00404.deea51c7b46665faf98fe6c5b5f88810,00404__salted__extended__cp00AD__single.deea51c7b46665faf98fe6c5b5f88810,extended,00AD,single,,,,"USD, USD, USD","US­D, US­D, US­D"
00408.22230b84aee00e439ae1938e025d5005,00408__salted__extended__cp200B__single.22230b84aee00e439ae1938e025d5005,extended,200B,single,,zzzz,zz​zz,,
00408.22230b84aee00e439ae1938e025d5005,00408__salted__extended__cp200C__single.22230b84aee00e439ae1938e025d5005,extended,200C,single,,zzzz,zz‌zz,,
00408.22230b84aee00e439ae1938e025d5005,00408__salted__extended__cp200D__single.22230b84aee00e439ae1938e025d5005,extended,200D,single,,zzzz,zz‍zz,,
00408.22230b84aee00e439ae1938e025d5005,00408__salted__extended__cp00AD__single.22230b84aee00e439ae1938e025d5005,extended,00AD,single,,zzzz,zz­zz,,
00408.78e871a38b048989b9949716e3fc7575,00408__salted__extended__cp200B__single.78e871a38b048989b9949716e3fc7575,extended,200B,single,,,,receive,re​ceive
00408.78e871a38b048989b9949716e3fc7575,00408__salted__extended__cp200C__single.78e871a38b048989b9949716e3fc7575,extended,200C,single,,,,receive,re‌ceive
00408.78e871a38b048989b9949716e3fc7575,00408__salted__extended__cp200D__single.78e871a38b048989b9949716e3fc7575,extended,200D,single,,,,receive,re‍ceive
00408.78e871a38b048989b9949716e3fc7575,00408__salted__extended__cp00AD__single.78e871a38b048989b9949716e3fc7575,extended,00AD,single,,,,receive,re­ceive
00409.e59f63e813b6766a9a4ddf0790634ca3,00409__salted__extended__cp200B__single.e59f63e813b6766a9a4ddf0790634ca3,extended,200B,single,,,,"guaranteed, profitable, Receive","gu​aranteed, pr​ofitable, Re​ceive"
00409.e59f63e813b6766a9a4ddf0790634ca3,00409__salted__extended__cp200C__single.e59f63e813b6766a9a4ddf0790634ca3,extended,200C,single,,,,"guaranteed, profitable, Receive","gu‌aranteed, pr‌ofitable, Re‌ceive"
00409.e59f63e813b6766a9a4ddf0790634ca3,00409__salted__extended__cp200D__single.e59f63e813b6766a9a4ddf0790634ca3,extended,200D,single,,,,"guaranteed, profitable, Receive","gu‍aranteed, pr‍ofitable, Re‍ceive"
00409.e59f63e813b6766a9a4ddf0790634ca3,00409__salted__extended__cp00AD__single.e59f63e813b6766a9a4ddf0790634ca3,extended,00AD,single,,,,"guaranteed, profitable, Receive","gu­aranteed, pr­ofitable, Re­ceive"
00410.b3134c2bf520f95f9b90d4aef4fdd683,00410__salted__extended__cp200B__single.b3134c2bf520f95f9b90d4aef4fdd683,extended,200B,single,,Tobacco,To​bacco,,
00410.b3134c2bf520f95f9b90d4aef4fdd683,00410__salted__extended__cp200C__single.b3134c2bf520f95f9b90d4aef4fdd683,extended,200C,single,,Tobacco,To‌bacco,,
00410.b3134c2bf520f95f9b90d4aef4fdd683,00410__salted__extended__cp200D__single.b3134c2bf520f95f9b90d4aef4fdd683,extended,200D,single,,Tobacco,To‍bacco,,
00410.b3134c2bf520f95f9b90d4aef4fdd683,00410__salted__extended__cp00AD__single.b3134c2bf520f95f9b90d4aef4fdd683,extended,00AD,single,,Tobacco,To­bacco,,
00411.fae7b15cc1f966d92c2cedc872893268,00411__salted__extended__cp200B__single.fae7b15cc1f966d92c2cedc872893268,extended,200B,single,,,,"USD, USD, GUARANTEED","US​D, US​D, GU​ARANTEED"
00411.fae7b15cc1f966d92c2cedc872893268,00411__salted__extended__cp200C__single.fae7b15cc1f966d92c2cedc872893268,extended,200C,single,,,,"USD, USD, GUARANTEED","US‌D, US‌D, GU‌ARANTEED"
00411.fae7b15cc1f966d92c2cedc872893268,00411__salted__extended__cp200D__single.fae7b15cc1f966d92c2cedc872893268,extended,200D,single,,,,"USD, USD, GUARANTEED","US‍D, US‍D, GU‍ARANTEED"
00411.fae7b15cc1f966d92c2cedc872893268,00411__salted__extended__cp00AD__single.fae7b15cc1f966d92c2cedc872893268,extended,00AD,single,,,,"USD, USD, GUARANTEED","US­D, US­D, GU­ARANTEED"
00413.11d008b916ea6fd996dee9a08670655e,00413__salted__extended__cp200B__single.11d008b916ea6fd996dee9a08670655e,extended,200B,single,,,,click,cl​ick
00413.11d008b916ea6fd996dee9a08670655e,00413__salted__extended__cp200C__single.11d008b916ea6fd996dee9a08670655e,extended,200C,single,,,,click,cl‌ick
00413.11d008b916ea6fd996dee9a08670655e,00413__salted__extended__cp200D__single.11d008b916ea6fd996dee9a08670655e,extended,200D,single,,,,click,cl‍ick
00413.11d008b916ea6fd996dee9a08670655e,00413__salted__extended__cp00AD__single.11d008b916ea6fd996dee9a08670655e,extended,00AD,single,,,,click,cl­ick
00415.4af357c0282481dba8f1765f0bf09c09,00415__salted__extended__cp200B__single.4af357c0282481dba8f1765f0bf09c09,extended,200B,single,,,,"Annuity, Premium, receive","An​nuity, Pr​emium, re​ceive"
00415.4af357c0282481dba8f1765f0bf09c09,00415__salted__extended__cp200C__single.4af357c0282481dba8f1765f0bf09c09,extended,200C,single,,,,"Annuity, Premium, receive","An‌nuity, Pr‌emium, re‌ceive"
00415.4af357c0282481dba8f1765f0bf09c09,00415__salted__extended__cp200D__single.4af357c0282481dba8f1765f0bf09c09,extended,200D,single,,,,"Annuity, Premium, receive","An‍nuity, Pr‍emium, re‍ceive"
00415.4af357c0282481dba8f1765f0bf09c09,00415__salted__extended__cp00AD__single.4af357c0282481dba8f1765f0bf09c09,extended,00AD,single,,,,"Annuity, Premium, receive","An­nuity, Pr­emium, re­ceive"
00415.6faccf48ec514344fc850e8b3c154528,00415__salted__extended__cp200B__single.6faccf48ec514344fc850e8b3c154528,extended,200B,single,,,,"Earn, earn, earn","Ea​rn, ea​rn, ea​rn"
00415.6faccf48ec514344fc850e8b3c154528,00415__salted__extended__cp200C__single.6faccf48ec514344fc850e8b3c154528,extended,200C,single,,,,"Earn, earn, earn","Ea‌rn, ea‌rn, ea‌rn"
00415.6faccf48ec514344fc850e8b3c154528,00415__salted__extended__cp200D__single.6faccf48ec514344fc850e8b3c154528,extended,200D,single,,,,"Earn, earn, earn","Ea‍rn, ea‍rn, ea‍rn"
